"","nhtemp","wusa","jasper","westgreen","chesapeake","tornetrask","urals","mongolia","tasman","year"
"1608",NA,-0.34,0.4,0.32,0.67,-1.33,-0.83,-0.52,-0.5,1608
"1609",NA,-0.28,0.43,0.44,0.6,-1.32,-0.83,-0.36,-0.51,1609
"1610",NA,-0.21,0.45,0.55,0.42,-1.29,-0.83,-0.2,-0.47,1610
"1611",NA,-0.14,0.47,0.66,0.16,-1.25,-0.83,-0.05,-0.41,1611
"1612",NA,-0.07,0.48,0.74,-0.13,-1.2,-0.84,0.09,-0.34,1612
"1613",NA,-0.02,0.49,0.8,-0.43,-1.16,-0.84,0.22,-0.27,1613
"1614",NA,0.02,0.5,0.82,-0.7,-1.12,-0.85,0.32,-0.2,1614
"1615",NA,0.04,0.52,0.79,-0.91,-1.08,-0.86,0.39,-0.16,1615
"1616",NA,0.02,0.53,0.72,-1.03,-1.07,-0.87,0.44,-0.14,1616
"1617",NA,-0.02,0.54,0.61,-1.06,-1.06,-0.88,0.46,-0.15,1617
"1618",NA,-0.09,0.55,0.47,-1.01,-1.06,-0.9,0.46,-0.18,1618
"1619",NA,-0.16,0.54,0.32,-0.9,-1.07,-0.91,0.44,-0.22,1619
"1620",NA,-0.25,0.53,0.17,-0.74,-1.08,-0.93,0.4,-0.26,1620
"1621",NA,-0.34,0.49,0.05,-0.52,-1.08,-0.94,0.36,-0.3,1621
"1622",NA,-0.43,0.44,-0.05,-0.27,-1.08,-0.96,0.31,-0.32,1622
"1623",NA,-0.51,0.36,-0.11,0,-1.07,-0.98,0.27,-0.32,1623
"1624",NA,-0.58,0.26,-0.13,0.29,-1.05,-1,0.23,-0.3,1624
"1625",NA,-0.63,0.16,-0.13,0.58,-1.03,-1.01,0.19,-0.27,1625
"1626",NA,-0.68,0.06,-0.11,0.85,-0.99,-1.03,0.16,-0.23,1626
"1627",NA,-0.7,-0.04,-0.08,1.09,-0.94,-1.04,0.13,-0.17,1627
"1628",NA,-0.7,-0.11,-0.05,1.3,-0.88,-1.05,0.11,-0.12,1628
"1629",NA,-0.68,-0.15,-0.04,1.44,-0.8,-1.06,0.1,-0.06,1629
"1630",NA,-0.64,-0.16,-0.04,1.52,-0.72,-1.07,0.11,-0.01,1630
"1631",NA,-0.58,-0.13,-0.06,1.54,-0.63,-1.07,0.12,0.05,1631
"1632",NA,-0.51,-0.09,-0.1,1.49,-0.56,-1.06,0.14,0.1,1632
"1633",NA,-0.44,-0.02,-0.15,1.39,-0.5,-1.06,0.17,0.15,1633
"1634",NA,-0.38,0.05,-0.21,1.24,-0.47,-1.05,0.21,0.19,1634
"1635",NA,-0.33,0.12,-0.27,1.04,-0.47,-1.03,0.24,0.24,1635
"1636",NA,-0.3,0.18,-0.34,0.81,-0.53,-1.02,0.28,0.28,1636
"1637",NA,-0.3,0.24,-0.41,0.53,-0.63,-1,0.32,0.33,1637
"1638",NA,-0.33,0.28,-0.47,0.24,-0.78,-0.97,0.35,0.37,1638
"1639",NA,-0.37,0.31,-0.53,-0.04,-0.95,-0.94,0.39,0.39,1639
"1640",NA,-0.42,0.34,-0.57,-0.3,-1.13,-0.91,0.42,0.41,1640
"1641",NA,-0.48,0.36,-0.59,-0.51,-1.3,-0.88,0.45,0.41,1641
"1642",NA,-0.53,0.37,-0.58,-0.65,-1.45,-0.84,0.49,0.38,1642
"1643",NA,-0.58,0.39,-0.54,-0.71,-1.55,-0.81,0.52,0.33,1643
"1644",NA,-0.61,0.4,-0.47,-0.67,-1.6,-0.77,0.55,0.25,1644
"1645",NA,-0.63,0.42,-0.37,-0.55,-1.59,-0.73,0.58,0.16,1645
"1646",NA,-0.63,0.44,-0.25,-0.37,-1.54,-0.69,0.6,0.05,1646
"1647",NA,-0.63,0.46,-0.13,-0.17,-1.44,-0.65,0.63,-0.04,1647
"1648",NA,-0.62,0.47,-0.02,0.03,-1.32,-0.61,0.67,-0.12,1648
"1649",NA,-0.6,0.49,0.08,0.19,-1.17,-0.57,0.7,-0.16,1649
"1650",NA,-0.58,0.51,0.14,0.3,-1.01,-0.53,0.74,-0.16,1650
"1651",NA,-0.56,0.52,0.17,0.32,-0.83,-0.5,0.78,-0.11,1651
"1652",NA,-0.53,0.54,0.16,0.28,-0.66,-0.46,0.82,-0.02,1652
"1653",NA,-0.5,0.55,0.14,0.19,-0.49,-0.43,0.86,0.09,1653
"1654",NA,-0.46,0.55,0.11,0.07,-0.34,-0.4,0.9,0.22,1654
"1655",NA,-0.41,0.55,0.08,-0.06,-0.22,-0.37,0.93,0.33,1655
"1656",NA,-0.36,0.54,0.06,-0.18,-0.13,-0.34,0.96,0.42,1656
"1657",NA,-0.29,0.52,0.07,-0.27,-0.08,-0.32,0.98,0.48,1657
"1658",NA,-0.21,0.49,0.11,-0.32,-0.08,-0.29,0.98,0.48,1658
"1659",NA,-0.13,0.46,0.17,-0.33,-0.13,-0.27,0.98,0.44,1659
"1660",NA,-0.05,0.41,0.25,-0.31,-0.19,-0.25,0.97,0.37,1660
"1661",NA,0.02,0.36,0.33,-0.27,-0.27,-0.24,0.96,0.28,1661
"1662",NA,0.06,0.31,0.42,-0.21,-0.35,-0.22,0.94,0.17,1662
"1663",NA,0.07,0.26,0.49,-0.15,-0.4,-0.21,0.92,0.07,1663
"1664",NA,0.04,0.22,0.54,-0.1,-0.43,-0.19,0.89,-0.02,1664
"1665",NA,-0.03,0.18,0.56,-0.05,-0.41,-0.18,0.87,-0.09,1665
"1666",NA,-0.13,0.14,0.55,-0.03,-0.36,-0.17,0.85,-0.13,1666
"1667",NA,-0.26,0.12,0.52,-0.04,-0.3,-0.16,0.81,-0.17,1667
"1668",NA,-0.39,0.1,0.47,-0.07,-0.24,-0.16,0.76,-0.18,1668
"1669",NA,-0.52,0.09,0.39,-0.15,-0.2,-0.15,0.69,-0.19,1669
"1670",NA,-0.63,0.08,0.3,-0.28,-0.2,-0.15,0.6,-0.19,1670
"1671",NA,-0.71,0.09,0.19,-0.45,-0.25,-0.15,0.47,-0.18,1671
"1672",NA,-0.75,0.1,0.08,-0.68,-0.35,-0.15,0.31,-0.17,1672
"1673",NA,-0.75,0.12,-0.05,-0.94,-0.51,-0.15,0.13,-0.16,1673
"1674",NA,-0.73,0.15,-0.17,-1.19,-0.7,-0.16,-0.06,-0.15,1674
"1675",NA,-0.69,0.18,-0.28,-1.41,-0.91,-0.16,-0.24,-0.14,1675
"1676",NA,-0.64,0.22,-0.37,-1.55,-1.11,-0.17,-0.4,-0.14,1676
"1677",NA,-0.59,0.26,-0.44,-1.6,-1.29,-0.17,-0.53,-0.14,1677
"1678",NA,-0.56,0.3,-0.47,-1.51,-1.44,-0.17,-0.61,-0.14,1678
"1679",NA,-0.54,0.34,-0.46,-1.28,-1.53,-0.17,-0.63,-0.15,1679
"1680",NA,-0.54,0.37,-0.41,-0.92,-1.57,-0.17,-0.6,-0.16,1680
"1681",NA,-0.55,0.41,-0.35,-0.5,-1.57,-0.17,-0.52,-0.17,1681
"1682",NA,-0.56,0.43,-0.27,-0.05,-1.54,-0.17,-0.41,-0.18,1682
"1683",NA,-0.57,0.45,-0.19,0.37,-1.47,-0.17,-0.27,-0.2,1683
"1684",NA,-0.57,0.46,-0.11,0.72,-1.38,-0.17,-0.11,-0.2,1684
"1685",NA,-0.56,0.45,-0.05,0.94,-1.27,-0.16,0.05,-0.21,1685
"1686",NA,-0.53,0.43,-0.01,1.02,-1.15,-0.16,0.22,-0.21,1686
"1687",NA,-0.49,0.39,0,0.95,-1.03,-0.16,0.38,-0.2,1687
"1688",NA,-0.44,0.34,-0.01,0.78,-0.92,-0.16,0.53,-0.19,1688
"1689",NA,-0.38,0.27,-0.05,0.55,-0.83,-0.15,0.65,-0.19,1689
"1690",NA,-0.33,0.18,-0.1,0.27,-0.76,-0.15,0.75,-0.18,1690
"1691",NA,-0.28,0.08,-0.18,0,-0.74,-0.15,0.81,-0.19,1691
"1692",NA,-0.24,-0.04,-0.27,-0.25,-0.76,-0.15,0.83,-0.2,1692
"1693",NA,-0.21,-0.18,-0.38,-0.44,-0.83,-0.15,0.81,-0.22,1693
"1694",NA,-0.21,-0.33,-0.5,-0.58,-0.95,-0.14,0.74,-0.25,1694
"1695",NA,-0.22,-0.47,-0.61,-0.66,-1.08,-0.14,0.64,-0.27,1695
"1696",NA,-0.26,-0.59,-0.72,-0.69,-1.22,-0.14,0.52,-0.29,1696
"1697",NA,-0.31,-0.69,-0.8,-0.69,-1.35,-0.13,0.39,-0.28,1697
"1698",NA,-0.4,-0.75,-0.86,-0.64,-1.44,-0.13,0.26,-0.26,1698
"1699",NA,-0.51,-0.77,-0.88,-0.57,-1.49,-0.12,0.14,-0.2,1699
"1700",NA,-0.64,-0.73,-0.85,-0.48,-1.47,-0.11,0.03,-0.1,1700
"1701",NA,-0.8,-0.64,-0.79,-0.37,-1.41,-0.1,-0.06,0.03,1701
"1702",NA,-0.95,-0.51,-0.69,-0.27,-1.3,-0.09,-0.13,0.17,1702
"1703",NA,-1.1,-0.37,-0.57,-0.19,-1.17,-0.08,-0.18,0.31,1703
"1704",NA,-1.22,-0.21,-0.43,-0.15,-1.03,-0.07,-0.22,0.45,1704
"1705",NA,-1.3,-0.05,-0.27,-0.17,-0.9,-0.05,-0.25,0.58,1705
"1706",NA,-1.33,0.09,-0.12,-0.25,-0.78,-0.04,-0.25,0.67,1706
"1707",NA,-1.31,0.21,0.03,-0.41,-0.7,-0.03,-0.24,0.72,1707
"1708",NA,-1.23,0.3,0.17,-0.63,-0.65,-0.02,-0.22,0.74,1708
"1709",NA,-1.11,0.39,0.29,-0.87,-0.62,-0.02,-0.18,0.73,1709
"1710",NA,-0.96,0.46,0.37,-1.11,-0.62,-0.01,-0.14,0.7,1710
"1711",NA,-0.79,0.52,0.42,-1.33,-0.64,0,-0.09,0.64,1711
"1712",NA,-0.61,0.58,0.41,-1.48,-0.67,0,-0.03,0.57,1712
"1713",NA,-0.43,0.65,0.33,-1.55,-0.72,0,0.02,0.49,1713
"1714",NA,-0.27,0.72,0.2,-1.52,-0.77,0,0.08,0.4,1714
"1715",NA,-0.12,0.79,0.02,-1.39,-0.82,0,0.13,0.32,1715
"1716",NA,0.02,0.86,-0.17,-1.2,-0.87,0,0.18,0.23,1716
"1717",NA,0.14,0.91,-0.35,-0.97,-0.92,0,0.21,0.15,1717
"1718",NA,0.25,0.95,-0.48,-0.72,-0.96,0,0.21,0.07,1718
"1719",NA,0.35,0.95,-0.55,-0.48,-0.99,-0.01,0.2,0.01,1719
"1720",NA,0.43,0.93,-0.51,-0.27,-1,-0.02,0.15,-0.04,1720
"1721",NA,0.5,0.87,-0.35,-0.12,-0.99,-0.03,0.07,-0.07,1721
"1722",NA,0.55,0.77,-0.1,-0.02,-0.97,-0.04,-0.03,-0.09,1722
"1723",NA,0.58,0.66,0.21,0.03,-0.93,-0.05,-0.14,-0.1,1723
"1724",NA,0.6,0.54,0.52,0.02,-0.89,-0.06,-0.24,-0.1,1724
"1725",NA,0.6,0.41,0.82,-0.03,-0.85,-0.07,-0.33,-0.1,1725
"1726",NA,0.58,0.3,1.06,-0.12,-0.82,-0.09,-0.4,-0.11,1726
"1727",NA,0.54,0.2,1.2,-0.26,-0.79,-0.1,-0.42,-0.12,1727
"1728",NA,0.47,0.13,1.22,-0.43,-0.79,-0.1,-0.39,-0.15,1728
"1729",NA,0.4,0.08,1.13,-0.62,-0.8,-0.11,-0.33,-0.18,1729
"1730",NA,0.31,0.05,0.96,-0.82,-0.81,-0.11,-0.23,-0.21,1730
"1731",NA,0.23,0.04,0.75,-1.01,-0.84,-0.12,-0.12,-0.23,1731
"1732",NA,0.17,0.04,0.52,-1.18,-0.87,-0.11,-0.01,-0.23,1732
"1733",NA,0.12,0.04,0.3,-1.3,-0.89,-0.11,0.09,-0.21,1733
"1734",NA,0.09,0.05,0.13,-1.37,-0.92,-0.1,0.18,-0.15,1734
"1735",NA,0.1,0.05,0.01,-1.37,-0.93,-0.09,0.23,-0.07,1735
"1736",NA,0.14,0.05,-0.04,-1.32,-0.94,-0.07,0.26,0.05,1736
"1737",NA,0.19,0.05,-0.05,-1.22,-0.94,-0.05,0.26,0.18,1737
"1738",NA,0.26,0.05,-0.03,-1.1,-0.94,-0.03,0.24,0.31,1738
"1739",NA,0.33,0.06,0.01,-0.97,-0.93,-0.01,0.21,0.43,1739
"1740",NA,0.38,0.06,0.05,-0.86,-0.92,0.01,0.18,0.53,1740
"1741",NA,0.43,0.07,0.08,-0.77,-0.9,0.03,0.14,0.59,1741
"1742",NA,0.45,0.09,0.09,-0.71,-0.88,0.05,0.1,0.62,1742
"1743",NA,0.44,0.11,0.08,-0.69,-0.86,0.07,0.07,0.6,1743
"1744",NA,0.42,0.14,0.05,-0.69,-0.84,0.09,0.05,0.56,1744
"1745",NA,0.38,0.18,0.01,-0.69,-0.81,0.11,0.04,0.49,1745
"1746",NA,0.33,0.22,-0.05,-0.69,-0.77,0.12,0.05,0.41,1746
"1747",NA,0.26,0.26,-0.11,-0.67,-0.74,0.14,0.07,0.33,1747
"1748",NA,0.19,0.32,-0.18,-0.63,-0.69,0.15,0.12,0.24,1748
"1749",NA,0.11,0.38,-0.25,-0.55,-0.64,0.16,0.19,0.16,1749
"1750",NA,0.02,0.44,-0.32,-0.45,-0.59,0.17,0.28,0.09,1750
"1751",NA,-0.06,0.5,-0.38,-0.34,-0.52,0.18,0.38,0.03,1751
"1752",NA,-0.12,0.55,-0.43,-0.24,-0.44,0.18,0.48,-0.03,1752
"1753",NA,-0.17,0.59,-0.47,-0.16,-0.35,0.18,0.58,-0.09,1753
"1754",NA,-0.2,0.61,-0.48,-0.13,-0.23,0.18,0.67,-0.14,1754
"1755",NA,-0.2,0.62,-0.47,-0.16,-0.1,0.18,0.73,-0.19,1755
"1756",NA,-0.17,0.6,-0.43,-0.26,0.04,0.18,0.76,-0.24,1756
"1757",NA,-0.11,0.56,-0.37,-0.41,0.2,0.17,0.78,-0.28,1757
"1758",NA,-0.04,0.51,-0.29,-0.58,0.35,0.16,0.79,-0.32,1758
"1759",NA,0.04,0.46,-0.2,-0.73,0.49,0.15,0.79,-0.34,1759
"1760",NA,0.11,0.42,-0.1,-0.85,0.6,0.13,0.79,-0.35,1760
"1761",NA,0.16,0.39,0,-0.89,0.66,0.12,0.81,-0.33,1761
"1762",NA,0.19,0.39,0.09,-0.84,0.67,0.1,0.85,-0.29,1762
"1763",NA,0.18,0.41,0.17,-0.68,0.61,0.08,0.92,-0.21,1763
"1764",NA,0.14,0.45,0.23,-0.43,0.5,0.06,1,-0.12,1764
"1765",NA,0.09,0.51,0.28,-0.13,0.37,0.03,1.1,-0.01,1765
"1766",NA,0.03,0.57,0.31,0.17,0.21,0.01,1.2,0.1,1766
"1767",NA,-0.03,0.64,0.32,0.44,0.06,-0.01,1.29,0.21,1767
"1768",NA,-0.07,0.71,0.32,0.63,-0.07,-0.03,1.37,0.31,1768
"1769",NA,-0.1,0.77,0.3,0.7,-0.16,-0.05,1.43,0.38,1769
"1770",NA,-0.09,0.8,0.26,0.62,-0.2,-0.07,1.45,0.42,1770
"1771",NA,-0.06,0.82,0.2,0.43,-0.19,-0.09,1.45,0.43,1771
"1772",NA,-0.02,0.81,0.14,0.16,-0.16,-0.11,1.43,0.43,1772
"1773",NA,0.04,0.78,0.07,-0.15,-0.1,-0.12,1.41,0.4,1773
"1774",NA,0.11,0.72,0.01,-0.45,-0.03,-0.13,1.39,0.35,1774
"1775",NA,0.17,0.62,-0.05,-0.71,0.03,-0.14,1.38,0.3,1775
"1776",NA,0.23,0.49,-0.09,-0.88,0.09,-0.14,1.39,0.24,1776
"1777",NA,0.28,0.32,-0.11,-0.94,0.11,-0.14,1.42,0.17,1777
"1778",NA,0.31,0.13,-0.12,-0.91,0.12,-0.14,1.48,0.11,1778
"1779",NA,0.34,-0.07,-0.11,-0.8,0.11,-0.13,1.53,0.05,1779
"1780",NA,0.37,-0.27,-0.08,-0.65,0.08,-0.12,1.58,-0.01,1780
"1781",NA,0.39,-0.45,-0.03,-0.49,0.04,-0.11,1.61,-0.06,1781
"1782",NA,0.41,-0.6,0.03,-0.34,0,-0.09,1.6,-0.09,1782
"1783",NA,0.43,-0.7,0.11,-0.23,-0.05,-0.07,1.55,-0.11,1783
"1784",NA,0.46,-0.75,0.2,-0.19,-0.1,-0.05,1.45,-0.12,1784
"1785",NA,0.49,-0.74,0.29,-0.2,-0.15,-0.02,1.29,-0.11,1785
"1786",NA,0.53,-0.69,0.39,-0.26,-0.19,0,1.1,-0.09,1786
"1787",NA,0.56,-0.62,0.46,-0.34,-0.22,0.02,0.89,-0.07,1787
"1788",NA,0.6,-0.52,0.51,-0.43,-0.25,0.04,0.66,-0.05,1788
"1789",NA,0.63,-0.41,0.52,-0.51,-0.27,0.06,0.43,-0.04,1789
"1790",NA,0.65,-0.3,0.49,-0.58,-0.27,0.08,0.21,-0.03,1790
"1791",NA,0.67,-0.21,0.41,-0.62,-0.26,0.09,0.01,-0.05,1791
"1792",NA,0.68,-0.12,0.28,-0.63,-0.24,0.1,-0.17,-0.07,1792
"1793",NA,0.69,-0.05,0.13,-0.61,-0.21,0.11,-0.33,-0.09,1793
"1794",NA,0.7,0.01,-0.02,-0.58,-0.18,0.11,-0.46,-0.12,1794
"1795",NA,0.71,0.06,-0.15,-0.54,-0.15,0.1,-0.57,-0.13,1795
"1796",NA,0.72,0.09,-0.26,-0.5,-0.13,0.1,-0.66,-0.12,1796
"1797",NA,0.75,0.1,-0.32,-0.46,-0.11,0.08,-0.72,-0.1,1797
"1798",NA,0.78,0.09,-0.32,-0.43,-0.1,0.07,-0.76,-0.04,1798
"1799",NA,0.82,0.06,-0.28,-0.4,-0.11,0.05,-0.78,0.03,1799
"1800",NA,0.85,0.02,-0.19,-0.37,-0.13,0.02,-0.77,0.12,1800
"1801",NA,0.86,-0.04,-0.09,-0.33,-0.17,0,-0.74,0.22,1801
"1802",NA,0.86,-0.11,0.02,-0.27,-0.22,-0.03,-0.7,0.32,1802
"1803",NA,0.82,-0.19,0.11,-0.19,-0.3,-0.07,-0.64,0.41,1803
"1804",NA,0.75,-0.28,0.18,-0.08,-0.39,-0.11,-0.57,0.48,1804
"1805",NA,0.64,-0.39,0.21,0.07,-0.51,-0.15,-0.48,0.54,1805
"1806",NA,0.49,-0.49,0.21,0.23,-0.65,-0.2,-0.39,0.57,1806
"1807",NA,0.32,-0.6,0.18,0.4,-0.79,-0.24,-0.31,0.59,1807
"1808",NA,0.13,-0.7,0.13,0.56,-0.95,-0.29,-0.24,0.6,1808
"1809",NA,-0.07,-0.79,0.06,0.7,-1.11,-0.34,-0.2,0.59,1809
"1810",NA,-0.27,-0.86,-0.02,0.79,-1.26,-0.38,-0.19,0.58,1810
"1811",NA,-0.46,-0.91,-0.11,0.84,-1.4,-0.42,-0.22,0.55,1811
"1812",NA,-0.64,-0.93,-0.19,0.81,-1.53,-0.46,-0.31,0.53,1812
"1813",NA,-0.79,-0.94,-0.27,0.73,-1.64,-0.49,-0.42,0.5,1813
"1814",NA,-0.92,-0.92,-0.34,0.6,-1.73,-0.52,-0.56,0.47,1814
"1815",NA,-1.02,-0.89,-0.38,0.44,-1.77,-0.55,-0.71,0.45,1815
"1816",NA,-1.09,-0.85,-0.4,0.26,-1.78,-0.56,-0.84,0.43,1816
"1817",NA,-1.14,-0.81,-0.4,0.07,-1.74,-0.57,-0.95,0.42,1817
"1818",NA,-1.15,-0.76,-0.35,-0.11,-1.65,-0.58,-1.02,0.42,1818
"1819",NA,-1.13,-0.71,-0.27,-0.27,-1.49,-0.58,-1.03,0.43,1819
"1820",NA,-1.08,-0.66,-0.17,-0.42,-1.3,-0.57,-0.99,0.45,1820
"1821",NA,-1.01,-0.62,-0.05,-0.54,-1.07,-0.55,-0.92,0.47,1821
"1822",NA,-0.92,-0.58,0.07,-0.65,-0.83,-0.54,-0.81,0.48,1822
"1823",NA,-0.83,-0.56,0.17,-0.74,-0.6,-0.52,-0.68,0.49,1823
"1824",NA,-0.73,-0.55,0.24,-0.82,-0.39,-0.5,-0.53,0.49,1824
"1825",NA,-0.64,-0.55,0.27,-0.87,-0.22,-0.48,-0.38,0.48,1825
"1826",NA,-0.55,-0.57,0.24,-0.91,-0.1,-0.46,-0.24,0.44,1826
"1827",NA,-0.48,-0.6,0.17,-0.92,-0.03,-0.44,-0.11,0.39,1827
"1828",NA,-0.43,-0.64,0.07,-0.91,-0.01,-0.42,0,0.33,1828
"1829",NA,-0.4,-0.68,-0.04,-0.87,-0.04,-0.4,0.06,0.25,1829
"1830",NA,-0.41,-0.73,-0.15,-0.81,-0.11,-0.38,0.08,0.18,1830
"1831",NA,-0.45,-0.76,-0.25,-0.71,-0.23,-0.36,0.03,0.1,1831
"1832",NA,-0.52,-0.79,-0.32,-0.58,-0.38,-0.33,-0.09,0.02,1832
"1833",NA,-0.64,-0.8,-0.35,-0.41,-0.57,-0.31,-0.29,-0.05,1833
"1834",NA,-0.79,-0.8,-0.34,-0.22,-0.78,-0.28,-0.54,-0.11,1834
"1835",NA,-0.96,-0.79,-0.31,-0.03,-0.98,-0.26,-0.82,-0.17,1835
"1836",NA,-1.13,-0.76,-0.26,0.14,-1.17,-0.23,-1.1,-0.21,1836
"1837",NA,-1.3,-0.72,-0.2,0.28,-1.32,-0.2,-1.34,-0.25,1837
"1838",NA,-1.45,-0.66,-0.13,0.36,-1.41,-0.17,-1.53,-0.27,1838
"1839",NA,-1.56,-0.59,-0.08,0.37,-1.43,-0.15,-1.63,-0.28,1839
"1840",NA,-1.63,-0.51,-0.03,0.3,-1.36,-0.12,-1.62,-0.28,1840
"1841",NA,-1.67,-0.41,0,0.16,-1.22,-0.1,-1.52,-0.27,1841
"1842",NA,-1.66,-0.32,0.02,-0.01,-1.02,-0.07,-1.36,-0.25,1842
"1843",NA,-1.63,-0.22,0.04,-0.18,-0.8,-0.05,-1.17,-0.23,1843
"1844",NA,-1.57,-0.14,0.07,-0.33,-0.57,-0.03,-0.99,-0.22,1844
"1845",NA,-1.49,-0.07,0.1,-0.43,-0.35,-0.02,-0.84,-0.22,1845
"1846",NA,-1.39,-0.02,0.14,-0.46,-0.16,-0.01,-0.75,-0.22,1846
"1847",NA,-1.28,0.01,0.2,-0.38,-0.02,0,-0.74,-0.25,1847
"1848",NA,-1.17,0.02,0.26,-0.22,0.07,0,-0.81,-0.28,1848
"1849",NA,-1.06,0,0.32,-0.01,0.13,0.01,-0.92,-0.31,1849
"1850",NA,-0.95,-0.02,0.37,0.23,0.16,0,-1.05,-0.33,1850
"1851",NA,-0.86,-0.05,0.4,0.46,0.19,0,-1.19,-0.34,1851
"1852",NA,-0.79,-0.08,0.39,0.66,0.21,-0.01,-1.31,-0.32,1852
"1853",NA,-0.75,-0.11,0.34,0.8,0.24,-0.02,-1.38,-0.26,1853
"1854",NA,-0.74,-0.13,0.24,0.87,0.29,-0.03,-1.39,-0.17,1854
"1855",NA,-0.75,-0.14,0.1,0.86,0.35,-0.04,-1.35,-0.04,1855
"1856",-0.37,-0.78,-0.15,-0.06,0.8,0.41,-0.05,-1.27,0.1,1856
"1857",-0.35,-0.81,-0.15,-0.24,0.7,0.46,-0.06,-1.18,0.25,1857
"1858",-0.33,-0.84,-0.15,-0.41,0.58,0.49,-0.08,-1.07,0.4,1858
"1859",-0.09,-0.85,-0.15,-0.57,0.44,0.49,-0.09,-0.98,0.52,1859
"1860",-0.37,-0.84,-0.16,-0.7,0.32,0.45,-0.11,-0.9,0.61,1860
"1861",-0.26,-0.79,-0.16,-0.79,0.21,0.37,-0.13,-0.87,0.66,1861
"1862",-0.62,-0.72,-0.17,-0.84,0.13,0.24,-0.14,-0.87,0.68,1862
"1863",-0.13,-0.62,-0.19,-0.85,0.09,0.1,-0.16,-0.89,0.67,1863
"1864",-0.44,-0.52,-0.21,-0.81,0.09,-0.05,-0.17,-0.95,0.64,1864
"1865",-0.19,-0.41,-0.23,-0.74,0.13,-0.19,-0.19,-1.03,0.6,1865
"1866",-0.15,-0.3,-0.27,-0.63,0.24,-0.31,-0.21,-1.12,0.57,1866
"1867",-0.26,-0.21,-0.32,-0.47,0.4,-0.38,-0.22,-1.23,0.54,1867
"1868",-0.08,-0.14,-0.37,-0.29,0.63,-0.41,-0.24,-1.35,0.53,1868
"1869",-0.15,-0.08,-0.43,-0.08,0.9,-0.39,-0.26,-1.47,0.53,1869
"1870",-0.2,-0.05,-0.49,0.13,1.18,-0.34,-0.28,-1.58,0.54,1870
"1871",-0.33,-0.03,-0.55,0.33,1.45,-0.27,-0.3,-1.68,0.55,1871
"1872",-0.2,-0.04,-0.61,0.5,1.68,-0.18,-0.32,-1.75,0.55,1872
"1873",-0.28,-0.06,-0.65,0.63,1.84,-0.08,-0.34,-1.78,0.54,1873
"1874",-0.25,-0.1,-0.68,0.68,1.9,0.01,-0.36,-1.78,0.51,1874
"1875",-0.5,-0.15,-0.69,0.67,1.84,0.08,-0.39,-1.73,0.46,1875
"1876",-0.36,-0.22,-0.69,0.59,1.68,0.13,-0.41,-1.63,0.4,1876
"1877",-0.14,-0.29,-0.67,0.46,1.45,0.17,-0.43,-1.51,0.33,1877
"1878",0.13,-0.36,-0.63,0.31,1.16,0.18,-0.45,-1.37,0.26,1878
"1879",-0.24,-0.42,-0.58,0.14,0.84,0.16,-0.47,-1.22,0.19,1879
"1880",-0.27,-0.46,-0.51,-0.02,0.52,0.11,-0.49,-1.07,0.15,1880
"1881",-0.25,-0.47,-0.43,-0.16,0.22,0.04,-0.5,-0.93,0.13,1881
"1882",-0.24,-0.45,-0.34,-0.26,-0.04,-0.07,-0.51,-0.82,0.14,1882
"1883",-0.35,-0.41,-0.25,-0.32,-0.25,-0.2,-0.51,-0.72,0.17,1883
"1884",-0.4,-0.35,-0.15,-0.35,-0.42,-0.33,-0.51,-0.64,0.21,1884
"1885",-0.36,-0.28,-0.06,-0.35,-0.53,-0.45,-0.51,-0.57,0.26,1885
"1886",-0.25,-0.21,0.02,-0.32,-0.6,-0.53,-0.5,-0.5,0.31,1886
"1887",-0.27,-0.15,0.08,-0.26,-0.61,-0.57,-0.48,-0.44,0.33,1887
"1888",-0.27,-0.11,0.11,-0.19,-0.57,-0.54,-0.46,-0.38,0.34,1888
"1889",-0.14,-0.09,0.12,-0.11,-0.47,-0.44,-0.43,-0.31,0.3,1889
"1890",-0.37,-0.08,0.11,-0.01,-0.33,-0.28,-0.4,-0.24,0.24,1890
"1891",-0.32,-0.08,0.08,0.08,-0.16,-0.08,-0.37,-0.16,0.16,1891
"1892",-0.42,-0.09,0.05,0.16,0.01,0.12,-0.33,-0.1,0.05,1892
"1893",-0.48,-0.09,0.01,0.22,0.18,0.3,-0.29,-0.04,-0.08,1893
"1894",-0.37,-0.08,-0.03,0.25,0.33,0.45,-0.25,0.01,-0.22,1894
"1895",-0.38,-0.05,-0.05,0.24,0.45,0.53,-0.2,0.04,-0.37,1895
"1896",-0.21,0.01,-0.06,0.18,0.51,0.54,-0.15,0.05,-0.52,1896
"1897",-0.2,0.08,-0.06,0.08,0.53,0.47,-0.1,0.04,-0.67,1897
"1898",-0.27,0.18,-0.04,-0.03,0.51,0.36,-0.06,0.03,-0.82,1898
"1899",-0.17,0.28,-0.02,-0.16,0.47,0.21,-0.01,0.01,-0.96,1899
"1900",-0.15,0.39,0.01,-0.28,0.4,0.04,0.04,-0.02,-1.09,1900
"1901",-0.17,0.5,0.04,-0.38,0.32,-0.12,0.09,-0.04,-1.2,1901
"1902",-0.36,0.61,0.06,-0.46,0.23,-0.26,0.13,-0.06,-1.29,1902
"1903",-0.41,0.7,0.08,-0.49,0.14,-0.37,0.18,-0.07,-1.36,1903
